journal_name,issn,field,doi,title,received_date,accepted_date,revised_date,published_date,days_submission_to_acceptance,days_acceptance_to_publication,days_total,data_source
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00582,"&lt;i&gt;gem&lt;/i&gt;-Difluorocyclopropane Synthesis by Copper-Catalyzed C(sp&lt;sup&gt;3&lt;/sup&gt;)–H Addition of 1,3-Dioxolane to Difluorocyclopropenes",2025-08-29,2025-10-15,,2025-12-05,47,51,98,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00627,Application of Waste Basil Seed for Removal of Methylene Blue from Aqueous Solutions,2025-09-21,2025-10-16,,2025-12-05,25,50,75,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00438,"Tablet Binding: Causes, Analyses, and Strategic Avoidance",2025-06-21,2025-10-07,,2025-12-01,108,55,163,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00594,Genomic and Metabolite Analysis-Driven Revision of Basidiomycete Natural Product Biosynthetic Pathway,2025-09-03,,,2025-12-01,,,89,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00471,Regioselectivity Inversion in the Cycloaddition Reaction between Stable Nitrile Oxides and Acylalkyne Derivatives,2025-07-07,2025-09-09,,2025-11-26,64,78,142,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00494,Linker Length Optimization of Bispecific DNA Aptamer-Based HER2 Targeting Lysosome-Targeting Chimera (HER2-LYTAC),2025-07-14,2025-09-27,,2025-11-26,75,60,135,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00523,Three New Acylated Glycosidic Acid Methyl Esters from the Crude Resin Glycoside Fraction of &lt;i&gt;Ipomoea lacunosa&lt;/i&gt; Seeds by Treatment with Indium(III) Chloride in Methanol,2025-07-28,2025-10-07,,2025-11-26,71,50,121,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00470,Development of a Sustainable One-Pot Process for Esomeprazole Production &lt;i&gt;via&lt;/i&gt; Enantioselective Iron Catalysis,2025-07-06,2025-08-20,,2025-11-22,45,94,139,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00202,"Efficient Synthesis of 8-Membered Fused Indoles &lt;i&gt;via&lt;/i&gt; Intramolecular Friedel–Crafts Reaction of &lt;i&gt;N&lt;/i&gt;-(2,2-Dimethoxyethyl)sulfonamides",2025-03-18,2025-10-05,,2025-11-20,201,46,247,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00536,Total Synthesis and Absolute Configuration Revision of Biofloranate F,2025-07-31,2025-09-26,,2025-11-18,57,53,110,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00443,Crystal Structure and Physical Properties of Loxoprofen Sodium Dihydrate,2025-06-22,2025-09-16,,2025-11-11,86,56,142,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00464,&lt;i&gt;In Situ&lt;/i&gt; Monitoring of Phospholipid Flip-Flop &lt;i&gt;via&lt;/i&gt; Fluorescence Self-quenching,2025-07-02,2025-09-04,,2025-11-07,64,64,128,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00477,NMR-Based Molecular-Level Characterization: A Review of Its Application in Unveiling Lipid Nanoparticle Formulations,2025-07-08,,,2025-11-01,,,116,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00530,Comparison of Technetium-99m-Labeled Pentapeptides as Bone Imaging Agents: Influence of Different Types of Acidic Amino Acids,2025-07-30,2025-08-25,,2025-10-30,26,66,92,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00416,Vacuum Rotary Kiln Drying of Aspirin Tablets and Acetaminophen Wet Granules under Reduced Pressure,2025-06-10,2025-08-26,,2025-10-25,77,60,137,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00429,Identifying Bioactive Conformations of Flexible Polyunsaturated Fatty Acids for Ligand-Based Drug Design,2025-06-18,2025-08-22,,2025-10-25,65,64,129,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00332,Preparation of Model Intercellular Membrane Using Low-Toxic Solvent Ethanol,2025-05-10,2025-07-30,,2025-10-16,81,78,159,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00519,"Heasquinazolinone, a New Heat-Shock Metabolite Produced by Thermotolerant &lt;i&gt;Streptomyces&lt;/i&gt; sp. HR41",2025-07-23,2025-08-20,,2025-10-16,28,57,85,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00505,A New Furan-Type Secondary Metabolite Produced by the Echinomycin-Producing Marine Actinomycete &lt;i&gt;Streptomyces&lt;/i&gt; sp. KM14-19,2025-07-17,2025-09-01,,2025-10-11,46,40,86,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00362,"&lt;sup&gt;1&lt;/sup&gt;H-NMR Spectroscopy Study of the Formation of Inclusion Complexes between Cucurbit[7]uril and Ciprofloxacin, Levofloxacin, and Lomefloxacin",2025-05-19,2025-07-29,,2025-10-09,71,72,143,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00430,"Benzomalvin G and H, an Atropisomeric Pair of Dimethoxylated Quinazolinobenzodiazepine Alkaloids Produced by &lt;i&gt;Aspergillus fumigatiaffinis&lt;/i&gt;",2025-06-18,2025-07-18,,2025-10-07,30,81,111,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00374,Identifying Robust Parameters for Flowability Analysis of Pharmaceutical Powders Using the Shear Cell Method,2025-05-21,2025-08-01,,2025-10-07,72,67,139,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00413,Identification of Guanine-Quadruplex-Binding Peptides from the RGG3 Domain of TLS/FUS,2025-06-09,2025-07-07,,2025-10-02,28,87,115,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00375,Photocatalytic C–I Borylation &lt;i&gt;via&lt;/i&gt; Halogen Bond-Enabled Electron Transfer: A Strategy for Generating Aryl Radicals from Haloarenes,2025-05-21,2025-07-10,,2025-10-02,50,84,134,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00506,"Remote Diazenylation of Fluorinated Alkyl Iodides &lt;i&gt;via&lt;/i&gt; 1,5-HAT",2025-07-17,2025-08-26,,2025-10-02,40,37,77,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00458,Concise Total Synthesis of (±)-Makaluvamine F and Its Derivatives,2025-06-30,2025-07-30,,2025-10-02,30,64,94,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00503,Development of Biological-Event Manipulators Triggered by Light-Activated Compounds,2025-07-15,,,2025-10-01,,,78,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00462,Development of Fluorogenic Reagent that Enables Simultaneous Detection and Labeling of Hydropersulfide,2025-07-01,2025-07-28,,2025-09-25,27,59,86,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00479,A Melittin-Derived Peptide with Improved Cytosolic Delivery Efficiency through Caveolae- and Actin-Mediated Endocytosis,2025-07-08,2025-07-22,,2025-09-25,14,65,79,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00478,e3MPH16: A D-Glutamic Acid-Substituted Peptide for Efficient and Low-Cytotoxicity Cytosolic Delivery of Macromolecules,2025-07-08,2025-07-22,,2025-09-25,14,65,79,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00463,Structural Change of Neurotransmitter Amine with CO&lt;sub&gt;2&lt;/sub&gt; in Water: Formation of Covalently Bound Carbamic Acid,2025-07-02,2025-07-17,,2025-09-25,15,70,85,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00390,Effects of pH and 5-Substitution of Templated Thymine on Metal-Mediated Primer Extension Reaction by DNA Polymerases: Insights into Base Selectivity of Metal Ions,2025-05-28,2025-07-22,,2025-09-20,55,60,115,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00363,Side-Chain Fluorine Engineering of Vitamin D&lt;sub&gt;3&lt;/sub&gt; Derivatives for VDR-Silent SREBP Inhibitors,2025-05-20,2025-07-16,,2025-09-20,57,66,123,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00277,Development of a Novel TLC Identification Test for “Rosemary Oil” and “Rosemary Water” Listed in the Japanese Standards of Quasi-Drug Ingredients,2025-04-14,2025-07-14,,2025-09-18,91,66,157,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00382,Evaluation of the Film-Forming Ability for Heparinoid Cream Formulations,2025-05-26,2025-07-18,,2025-09-18,53,62,115,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00339,Therapeutic Drug Monitoring Using Two-Dimensional Chromatography System Composed of Two Types of Temperature-Responsive Chromatography Columns,2025-05-13,2025-07-02,,2025-09-18,50,78,128,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00434,The Rational Selection for Solubilized Formulation Technologies Utilizing Physicochemical Properties,2025-06-18,2025-07-21,,2025-09-18,33,59,92,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00437,"Photoinduced Azidosulfonylative Cyclization of 1,6-Dienes with Sulfonyl Azides",2025-06-19,2025-07-10,,2025-09-12,21,64,85,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00400,Synthesis of [1-&lt;sup&gt;13&lt;/sup&gt;C]2-Oxoglutaric Acid and &lt;sup&gt;13&lt;/sup&gt;C Breath Tests Designed to Assess TCA Cycle Flux,2025-06-02,2025-07-16,,2025-09-11,44,57,101,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00389,Therapeutic Efficacy and Drug Metabolism of Griseorhodin A Induced by a Co-culture of Actinomycete Strain TMPU-20A002 and &lt;i&gt;Mycobacterium smegmatis&lt;/i&gt; in Silkworm Infection Models,2025-05-28,2025-07-10,,2025-09-11,43,63,106,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00377,Combination of Microcrystal Electron Diffraction and Solid-State NMR for the Structural Determination of Indomethacin–Nicotinamide Co-crystals,2025-05-22,2025-07-11,,2025-09-11,50,62,112,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00322,Therapeutic Drug Monitoring Using a Poly(&lt;i&gt;N&lt;/i&gt;-isopropylacrylamide) Hydrogel-Modified Bead-Packed Column with an All-Aqueous Mobile Phase without Sample Deproteinization,2025-05-07,2025-07-04,,2025-09-11,58,69,127,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00282,Characteristics of Calcined Sugarcane Bagasse and Its Ability to Adsorb Cadmium from Aqueous Solutions,2025-04-17,2025-07-15,,2025-09-06,89,53,142,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00376,Genetic Code Expansion-Driven &lt;i&gt;in Situ&lt;/i&gt; Click Labeling Enables Rapid Imaging-Based Selection of Functional Nanobody–Dye Conjugates,2025-05-22,2025-06-30,,2025-09-05,39,67,106,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00457,"Tris(2,2,2-trifluoroethoxy)silane-Enabled Peptide Bond Formation between Unprotected Amino Acids and Amino Acid &lt;i&gt;t&lt;/i&gt;-Butyl Esters",2025-06-30,2025-07-23,,2025-09-04,23,43,66,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00449,Amide-Directed C–H Acetoxylation of Cubanes,2025-06-25,2025-07-09,,2025-09-03,14,56,70,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00044,&lt;i&gt;In Silico&lt;/i&gt; and &lt;i&gt;in Vitro&lt;/i&gt; Evaluation of Synthetic Chalcones against &lt;i&gt;Paracoccidioides brasiliensis&lt;/i&gt;,2025-01-17,2025-06-17,,2025-09-03,151,78,229,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00387,Developing Methods for the Synthesis of Ligand–Oligonucleotide Conjugates for Drug Discovery Applications,2025-05-27,,,2025-09-01,,,97,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00260,Effects of the (Trialkyl)ammonium Structures in (Ammonio)amidyl Groups on π-Electron Donating Ability and Thermal Stability: Experimental and Computational Study,2025-04-07,2025-06-23,,2025-08-29,77,67,144,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00323,Application of Isothermal Differential Scanning Calorimetry Equipped with a UV Probe for Photostability Assessment of Pharmaceutical Drugs in the Solid State,2025-05-08,2025-07-01,,2025-08-29,54,59,113,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00408,Aminoalkylation of Alkenes for Modular Pyrrolidine Synthesis &lt;i&gt;via&lt;/i&gt; Electron Donor–Acceptor Complexes Generated from Alkenes and Amine-Tethered &lt;i&gt;N&lt;/i&gt;-Hydroxyphthalimide ,2025-06-06,2025-07-07,,2025-08-26,31,50,81,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00355,Catalytic Synthesis of Azepinoindoles from Ynamides Containing Indolyl Moieties &lt;i&gt;via&lt;/i&gt; Ruthenium–Vinylidene Species,2025-05-18,2025-07-04,,2025-08-26,47,53,100,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00099,Effectively Determining Dopamine Based on Dopamine Self-polymerization through Fluorescent Method Using Silicon Quantum Dots as Probe,2025-02-14,2025-06-19,,2025-08-22,125,64,189,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00326,Insights on Molecular Interaction between Polymer and Poorly Water-Soluble Loratadine in Solid Dispersion from Molecular Dynamics and Experiments,2025-05-09,2025-06-20,,2025-08-22,42,63,105,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00299,Total Synthesis and Biological Evaluation of Prealnumycin B,2025-04-25,2025-06-22,,2025-08-19,58,58,116,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00356,Functional Characterization of Late-Stage Biosynthetic and Transporter Genes within the Biosynthetic Gene Cluster of the Organoarsenic Natural Product Bisenarsan,2025-05-18,2025-06-21,,2025-08-15,34,55,89,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00302,Elucidating the Light-Emitting Species Generated from Aminoluciferin in Firefly/Beetle Bioluminescence,2025-04-25,2025-06-15,,2025-08-09,51,55,106,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00283,Bicarbonate Buffer Dissolution Test Using the Floating Lid Method: Inter-Laboratory Reproducibility of pH Maintenance,2025-04-17,2025-06-12,,2025-08-09,56,58,114,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00238,Lipase-Catalyzed Kinetic Resolution Followed by an Intramolecular Diels–Alder Reaction: Enantio- and Diastereoselective Synthesis of an A-Ring Moiety of Furanosteroids,2025-03-31,2025-06-20,,2025-08-09,81,50,131,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00404,Diastereoselective Synthesis of Pyrroloindolines by Palladium–Dihydroxyterphenylphosphine-Catalyzed C3-Dearomative Arylation/Cyclization of Substituted Tryptamines,2025-06-03,2025-06-20,,2025-08-09,17,50,67,jstage
Chemical and Pharmaceutical Bulletin,0009-2363,Chemistry,10.1248/cpb.c25-00198,Novel Approach to Pre-Exposure Prophylaxis (PrEP) of COVID-19: Development of S-892216 Long-Acting Injectable Suspension,2025-03-16,2025-06-14,,2025-08-09,90,56,146,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5890-25,Successful Management of Infective Endocarditis Utilizing Rapid High-performance Liquid Chromatography-based Therapeutic Drug Monitoring: Balancing Linezolid Efficacy and Thrombocytopenia Risk,2025-04-27,2025-07-08,,2026-03-15,72,250,322,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5941-25,Cerebral Infarction Triggered by Swallowing-Induced Compression of an Aberrant Right Subclavian Artery,2025-05-07,2025-07-07,,2026-03-15,61,251,312,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5979-25,A Patient with Pustulotic Arthro-osteitis with Isolated Spinal Lesions Successfully Treated with Risankizumab,2025-05-14,2025-06-25,,2026-03-15,42,263,305,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5908-25,Allergic Bronchopulmonary Mycosis Caused by &lt;i&gt;Nigroporus vinosus&lt;/i&gt;,2025-04-30,2025-07-02,,2026-03-15,63,256,319,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5679-25,Recurrent Hemorrhagic Stroke in a Patient with Neurosarcoidosis,2025-03-17,2025-06-01,,2026-03-15,76,287,363,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5892-25,Detection of &lt;i&gt;Irpex lacteus&lt;/i&gt; in the Lung in a Case with Microscopic Polyangiitis-mimicking Manifestations Positive for Myeloperoxidase-antineutrophil Cytoplasmic Antibody,2025-04-27,2025-06-29,,2026-03-15,63,259,322,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5818-25,Fasciolosis Reinfection in Japan,2025-04-18,2025-06-26,,2026-03-15,69,262,331,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5860-25,Impact of Controlled Blood Pressure and Pulse Rate at Discharge on Clinical Outcomes in Patients with Non-ST-segment Elevation Myocardial Infarction,2025-04-20,2025-06-19,,2026-03-15,60,269,329,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5633-25,Bloodstream Infection Caused by &lt;i&gt;Mycobacterium neoaurum&lt;/i&gt; in a Primary Central Nervous System Lymphoma Patient with Toxic Epidermal Necrolysis,2025-03-10,2025-07-13,,2026-03-15,125,245,370,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5653-25,Endoscopic Removal of an Ingested Bread Bag Clip Penetrating the Pyloric Ring,2025-03-15,2025-06-30,,2026-03-15,107,258,365,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.6115-25,Nosocomial &lt;i&gt;Megaselia spiracularis&lt;/i&gt; Nasal Myiasis,2025-06-12,2025-06-26,,2026-03-15,14,262,276,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5794-25,The Prognostic Value of the Neutrophil-to-lymphocyte Ratio in Older Patients with Pulmonary Tuberculosis,2025-04-18,2025-07-07,,2026-03-15,80,251,331,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5870-25,Safe Childbirth in a Patient with Neuromyelitis Optica Spectrum Disorder Treated with Satralizumab,2025-04-22,2025-06-19,,2026-03-15,58,269,327,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.6062-25,Breast Cancer with Brain-only Calcified Metastases,2025-06-02,2025-06-23,,2026-03-15,21,265,286,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5519-25,Improvements in Exhaled Partial Pressure Carbon Dioxide After Interventional Bronchoscopy: Two Case Reports of Malignant and Benign Bronchial Obstruction,2025-02-18,2025-07-07,,2026-03-15,139,251,390,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5503-25,Progressive Multifocal Leukoencephalopathy Initially Considered as Central Nervous System Involvement of Post-Transplant Lymphoproliferative Disorder: The Critical Role of Contrast Enhancement on Magn,2025-02-18,2025-06-15,,2026-03-15,117,273,390,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5914-25,Group A Streptococcus-infected Aortic Aneurysm,2025-05-01,2025-06-22,,2026-03-15,52,266,318,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5888-25,&lt;i&gt;Helicobacter pylori&lt;/i&gt; Gastritis as an Initial Presentation of Evolving Autoimmune Gastritis: A Report of Two Cases,2025-04-26,2025-06-18,,2026-03-15,53,270,323,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5933-25,Rare Esophageal Subepithelial Tumors,2025-05-06,2025-06-22,,2026-03-15,47,266,313,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5923-25,The Crescent Sign of a Ruptured Baker's Cyst,2025-05-08,2025-06-16,,2026-03-15,39,272,311,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5970-25,Fulminant Type 1 Diabetes Induced by Immune Checkpoint Inhibitors in a Patient with Autoimmune Predisposition,2025-05-14,2025-07-10,,2026-03-15,57,248,305,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5661-25,"Hepatic Decompensation Caused by IgG4-positive Plasma Cell Infiltration Mimicking Sclerosing Cholangitis, Who Achieved a Four-year Survival by Glucocorticoid Treatment",2025-03-13,2025-07-06,,2026-03-15,115,252,367,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5897-25,Influence of Daily Salt Intake on Blood Pressure and Atrial Natriuretic Peptide Levels in Patients Treated with Sacubitril/Valsartan,2025-04-28,2025-07-03,,2026-03-15,66,255,321,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5474-25,Short-term Outcomes of Leadless Pacemakers Compared to Conventional Transvenous Pacemakers in Patients over 80 Years Old,2025-02-13,2025-06-19,,2026-03-15,126,269,395,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5182-24,Low Generic Drug Penetration for Expensive Oral Molecular Targeted Agents: An Experience with Generic Imatinib in Japan,2024-12-19,2025-02-10,,2026-03-15,53,,451,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5639-25,CO&lt;sub&gt;2&lt;/sub&gt; Narcosis in a Patient with Histopathological Features Suggestive of &lt;i&gt;Aspergillus&lt;/i&gt; Tracheobronchitis during Treatment for Malignant Lymphoma,2025-03-19,2025-06-05,,2026-03-15,78,283,361,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5856-25,Effect of Galcanezumab on PHQ-9 and GAD-7 in Patients with Migraine: A Real-world Study in Japan,2025-04-19,2025-06-18,,2026-03-15,60,270,330,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5932-25,Hypopituitarism Accompanied with Delusion: The Effects of Growth Hormone Replacement Therapy,2025-05-06,2025-07-06,,2026-03-15,61,252,313,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5964-25,Localized Stage Plasmablastic Lymphoma with Ulcerative Colitis in Long-term Remission after Chemoradiotherapy,2025-05-11,2025-07-13,,2026-03-15,63,245,308,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.6006-25,Computed Tomography Angiography and Curved Planar Reconstruction for Diagnosis of Isolated Posterior Inferior Cerebellar Artery Dissection,2025-05-21,2025-06-18,,2026-03-15,28,270,298,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5663-25,Periarticular Other Iatrogenic Immunodeficiency-associated Lymphoproliferative Disorder Mimicking Knee Synovitis in a Patient with Rheumatoid Arthritis,2025-03-13,2025-07-01,,2026-03-15,110,257,367,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5834-25,Efficacy and Safety of Dotinurad in Patients with Advanced Chronic Kidney Disease,2025-04-17,2025-07-02,,2026-03-15,76,256,332,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5526-25,Successful Remission of Nephrotic Syndrome Caused by IgA Nephropathy with Membranoproliferative Glomerulonephritis-pattern Lesion Treated by Cyclosporine and Oral Corticosteroids,2025-02-20,2025-05-25,,2026-03-01,94,280,374,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5305-25,Isolated Neck Extensor Myopathy Associated with Sarcopenia,2025-01-13,2025-06-16,,2026-03-01,154,258,412,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5904-25,Acute Kidney Injury Secondary to Aortic Dissection Following Transcatheter Aortic Valve Implantation: Perspectives from Nephrologists,2025-04-29,2025-06-01,,2026-03-01,33,273,306,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5779-25,Two Cases of Diabetes Remission through Temporary Tirzepatide Treatment,2025-04-04,2025-06-22,,2026-03-01,79,252,331,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5803-25,Histopathological Examination of Clustering Microspheres and Podocyte Infolding in the Glomerular Basement Membrane Using Low-vacuum Scanning Electron Microscopy,2025-04-10,2025-06-18,,2026-03-01,69,256,325,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5854-25,Tocilizumab for Rheumatoid Meningitis in Elderly Patients: A Report of Two Cases,2025-04-19,2025-06-18,,2026-03-01,60,256,316,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5855-25,Vertebral Artery Stump Syndrome Caused by Varicella-zoster Virus Vasculopathy in the Absence of a Skin Rash,2025-04-19,2025-06-22,,2026-03-01,64,252,316,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5404-25,Graves' Disease Diagnosed during an Evaluation of an Abnormal Opacity on a Chest X-ray with a Review of the Pertinent Literature,2025-01-30,2025-05-02,,2026-03-01,92,303,395,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5729-25,Atypical Presentation of Intravascular Large B-cell Lymphoma After Treatment for Antineutrophil Cytoplasmic Antibody-associated Vasculitis,2025-03-24,2025-06-20,,2026-03-01,88,254,342,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5938-25,Adult T-cell Leukemia Following Satralizumab Treatment for Neuromyelitis Optica Spectrum Disorder,2025-05-09,2025-06-11,,2026-03-01,33,263,296,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5821-25,Diffusion-weighted Whole-body Imaging with Background Body Signal Suppression Enables Simultaneous Whole-body Assessments of IgG4-related Diseases,2025-04-17,2025-06-23,,2026-03-01,67,251,318,jstage
